,sex_of_driver,age_of_driver,vehicle_type,generic_make_model,engine_capacity_cc,age_of_vehicle
1035953,1,81,5,TRIUMPH BONNEVILLE,900,3
1035957,1,24,2,PEUGEOT SPEEDFIGHT,49,14
1035968,1,62,5,-1,599,18
1035971,1,40,3,HONDA NSC110MP,108,2
1035978,1,51,5,HONDA CBR1000RR,1000,11
1035998,1,76,2,PEUGEOT KISBEE,49,1
1035999,1,63,5,KAWASAKI ZR1000,1043,6
1036000,1,19,2,PIAGGIO ZIP,49,19
1036009,1,30,5,SUZUKI GSXR 750,749,18
1036010,1,45,5,BMW S 1000,999,5
1036011,1,44,5,-1,1198,8
1036012,1,30,5,KAWASAKI ZX636,636,7
1036017,1,53,5,-1,955,21
1036028,1,18,4,-1,124,13
1036064,1,47,2,-1,50,6
1036067,1,16,2,HONDA NSC50E,49,4
1036129,1,67,5,-1,1450,19
1036136,1,21,5,KAWASAKI KLE650,649,9
1036159,1,45,5,KTM 1290 SUPERDUKE,1301,1
1036161,1,21,3,SYM JET 125,125,1
1036164,1,19,2,-1,49,17
1036165,1,19,3,-1,124,20
1036167,1,23,3,YAMAHA WR 125,124,5
1036168,1,44,5,YAMAHA MODEL MISSING,535,26
1036180,1,53,5,HONDA MODEL MISSING,918,22
1036182,1,19,3,BENELLI BN,125,1
1036204,1,22,5,-1,652,13
1036209,1,57,5,SUZUKI SV 650,645,20
1036241,1,18,4,-1,-1,-1
1036250,1,37,5,KAWASAKI ZR1000,1043,2
1036291,1,40,2,YAMAHA GPD 125,125,0
1036294,1,25,3,HONDA CBR125R,125,9
1036296,3,-1,2,PIAGGIO LIBERTY,124,12
1036300,1,52,2,-1,198,-1
1036305,1,27,3,-1,865,5
1036308,1,54,3,HONDA SH125,125,16
1036309,1,23,3,HYOSUNG GT 125,124,2
1036334,1,36,5,SUZUKI MODEL MISSING,999,14
1036341,1,23,3,HONDA NSC110MP,108,3
1036354,1,22,3,SUZUKI GSXR 1100,124,2
1036356,1,32,2,HONDA NSC 110,108,1
1036388,1,37,3,YAMAHA YZF R125,124,7
1036394,1,47,5,TRIUMPH TIGER,800,8
1036407,1,35,5,TRIUMPH TIGER,800,7
1036413,1,37,3,YAMAHA YZF R125,124,7
1036425,1,68,5,-1,999,5
1036430,1,49,5,-1,998,3
1036442,1,54,4,-1,125,0
1036455,1,54,5,TRIUMPH SPRINT ST,955,17
1036457,1,37,4,YAMAHA YZF R125,124,5
1036469,1,25,3,HONDA SH125,125,18
1036492,1,41,5,KAWASAKI EX650,649,9
1036495,1,21,3,YAMAHA YZF R125,124,6
1036526,1,52,3,LAMBRETTA MODEL MISSING,125,48
1036527,1,53,3,LAMBRETTA MODEL MISSING,125,52
1036537,1,32,3,HONDA CBF125M,125,9
1036538,1,24,3,BENELLI BN,125,1
1036543,1,21,4,-1,-1,-1
1036552,1,-1,3,-1,125,6
1036562,1,44,5,-1,948,32
1036563,2,34,4,-1,-1,-1
1036576,1,49,2,PIAGGIO VESPA,278,2
1036577,1,25,5,TRIUMPH STREET TRIPLE,765,3
1036585,1,44,5,YAMAHA MODEL MISSING,1000,22
1036613,2,18,3,-1,124,0
1036618,1,22,3,HONDA WW125EX2,125,5
1036620,1,24,3,HONDA NSC110MP,108,2
1036622,3,-1,2,-1,-1,-1
1036623,1,18,3,YAMAHA MT125,124,0
1036624,2,51,4,YAMAHA YBR 125,124,8
1036639,1,58,4,HONDA SH300A,279,8
1036640,1,19,3,HONDA NSC110MP,108,3
1036642,2,47,5,SUZUKI GSXR 600,599,12
1036651,1,70,4,PIAGGIO VESPA,278,9
1036657,1,64,5,BMW F 800,798,11
1036713,1,46,5,HONDA CB600 HORNET,599,21
1036719,1,16,2,-1,50,0
1036730,1,50,5,YAMAHA MODEL MISSING,1002,31
1036740,1,17,3,LEXMOTO ZSB 125,124,4
1036748,1,42,5,TRIUMPH BONNEVILLE,1200,2
1036765,1,35,4,YAMAHA MT125,124,4
1036768,1,45,3,SUZUKI UK 110,113,1
1036769,1,30,3,-1,125,1
1036795,1,54,3,-1,85,20
1036801,1,56,5,KAWASAKI MODEL MISSING,652,41
1036821,1,41,5,BMW R 1250,1254,0
1036823,1,70,5,HARLEY-DAVIDSON XL 1200,1202,0
1036833,1,23,3,HONDA CBR125R,125,6
1036935,1,16,2,PEUGEOT KISBEE,49,5
1036937,2,40,3,YAMAHA GPD 125,125,2
1036938,1,31,3,HONDA NSC110MP,108,3
1036987,1,24,3,-1,-1,-1
1037002,1,73,5,SUZUKI SV 650,645,0
1037006,1,35,3,-1,125,0
1037010,1,24,3,YAMAHA YBR 125,125,6
1037011,1,34,3,YAMAHA YBR 125,125,4
1037038,2,46,3,KYMCO AGILITY,125,4
1037047,1,23,2,-1,49,12
1037055,2,43,5,-1,649,0
1037065,1,42,5,SUZUKI GSXR 600,599,9
1037076,1,29,3,HONDA WW125,125,9
1037079,1,21,3,HONDA CBR125R,125,4
1037083,1,58,5,-1,900,3
1037118,1,17,3,SUZUKI GSXS 1100,124,2
1037121,1,26,3,-1,124,11
1037142,1,30,2,HONDA NSC 110,108,1
1037154,1,20,3,HONDA NSC110MP,108,3
1037159,1,17,3,HONDA WW125EX2,125,8
1037166,1,62,2,-1,49,4
1037169,1,16,2,HONDA NSC50WH,49,7
1037177,1,20,3,YAMAHA XC 125,124,6
1037179,1,26,3,-1,125,4
1037193,2,22,3,YAMAHA YBR 125,124,12
1037200,1,25,3,-1,123,5
1037206,1,65,5,-1,1140,0
1037221,1,18,3,HONDA NSC110MP,108,3
1037227,1,17,3,YAMAHA YZF R125,124,12
1037234,1,22,3,HONDA SH125,125,11
1037247,1,17,3,HONDA CBF125M,125,9
1037280,1,17,2,-1,49,17
1037304,1,39,4,HONDA CBF125M,125,9
1037332,1,73,5,-1,650,-1
1037348,1,16,2,PIAGGIO FLY,49,14
1037350,1,71,3,LAMBRETTA MODEL MISSING,125,60
1037370,1,23,3,KAWASAKI BX125,125,1
1037374,1,23,3,PEUGEOT SPEEDFIGHT,125,6
1037389,2,25,3,-1,102,14
1037424,1,32,2,-1,125,3
1037436,1,25,3,HONDA CBF125M,125,6
1037462,1,33,3,YAMAHA YBR 125,124,10
1037472,1,16,2,-1,1077,1
1037474,2,26,3,PIAGGIO FLY,124,5
1037475,1,19,3,-1,-1,-1
1037497,1,22,3,-1,125,1
1037508,1,19,3,HONDA CBF125M,125,9
1037569,1,27,4,-1,125,7
1037582,1,17,3,HONDA ANC125,125,1
1037583,1,29,3,HONDA WW125,125,9
1037598,1,56,5,KAWASAKI ZX900,899,19
1037599,1,29,3,-1,125,6
1037609,1,20,3,-1,124,4
1037636,1,32,5,HONDA CB600F,599,7
1037652,2,21,3,KEEWAY SUPERLIGHT,125,4
1037716,1,25,3,HONDA CBR125R,125,10
1037732,2,42,3,-1,124,8
1037735,1,52,5,TRIUMPH TIGER,955,15
1037742,2,25,2,-1,49,4
1037850,1,18,3,YAMAHA YBR 125,124,11
1037861,1,19,3,YAMAHA MT125,124,3
1037877,1,66,5,TRIUMPH TIGER,800,9
1037927,1,39,3,HONDA XL125V,125,15
1037975,1,19,3,LEXMOTO XFLM 125,125,4
1038005,1,19,3,HONDA CBR125R,125,14
1038039,1,58,5,-1,647,19
1038045,1,53,4,HONDA WW125EX2,125,3
1038052,1,82,3,HONDA WW125EX2,125,3
1038069,1,53,5,-1,1164,16
1038076,1,40,5,SUZUKI MODEL MISSING,996,21
1038094,1,25,3,HONDA WW125,125,7
1038098,1,60,5,APRILIA TUONO,1077,1
1038112,1,63,4,HONDA WW125,125,2
1038114,1,17,2,-1,50,7
1038117,1,28,5,SUZUKI MODEL MISSING,749,30
1038131,1,54,2,-1,49,5
1038149,1,16,2,APRILIA SR 50,49,9
1038181,1,28,4,YAMAHA MT125,125,2
1038185,1,39,4,-1,999,3
1038233,1,17,3,HONDA CBR125R,125,9
1038260,1,35,3,HONDA MSX125,125,2
1038263,1,69,3,YAMAHA YZF R125,124,3
1038279,1,-1,5,-1,998,14
1038300,1,57,5,BMW S 1000,999,4
1038310,1,18,2,-1,50,2
1038312,1,61,5,HONDA NT700V,680,14
1038322,1,21,3,HONDA GLR 125,125,3
1038326,2,61,5,YAMAHA MT09,847,6
1038345,1,42,5,TRIUMPH TIGER,800,3
1038355,1,68,5,YAMAHA MT07,689,3
1038357,1,42,5,HONDA MODEL MISSING,599,25
1038414,1,27,5,KTM 1290 SUPERDUKE,1301,2
1038424,1,31,3,-1,123,4
1038450,1,16,2,-1,49,12
1038463,1,27,5,-1,599,8
1038467,1,21,4,HONDA CBR125R,125,7
1038476,1,26,5,-1,510,9
1038479,1,33,5,SUZUKI GSXR 600,599,12
1038491,1,59,4,-1,-1,-1
1038492,1,73,3,-1,998,15
1038497,1,54,5,-1,998,0
1038501,1,56,5,TRIUMPH STREET TRIPLE,675,7
1038514,1,35,5,YAMAHA FZ6,600,16
1038525,1,24,3,-1,124,13
1038532,2,62,3,PEUGEOT SPEEDFIGHT,125,5
1038534,1,19,3,HONDA CBF125M,125,6
1038558,1,41,5,KAWASAKI ZX600,600,13
1038563,1,60,5,HONDA MODEL MISSING,647,15
1038572,1,19,3,-1,-1,-1
1038581,1,29,5,HONDA CB600F,599,17
1038583,1,22,5,YAMAHA MT09,847,0
1038584,1,54,5,SUZUKI GSXR 1000,999,5
1038586,2,39,5,-1,649,1
1038607,1,44,5,YAMAHA FZ1,998,10
1038620,1,17,3,-1,124,30
1038627,1,22,3,-1,125,6
1038654,1,50,2,-1,-1,-1
1038664,1,20,3,HONDA GLR 125,125,2
1038684,1,58,3,PIAGGIO VESPA,124,1
1038696,1,55,3,-1,599,21
1038704,2,46,5,SUZUKI SV 650,645,14
1038755,1,30,5,HONDA MODEL MISSING,599,23
1038757,1,59,5,TRIUMPH MODEL MISSING,885,26
1038759,1,44,5,-1,690,4
1038763,1,56,5,SUZUKI GSXR 750,749,15
1038773,1,49,5,KAWASAKI ZX1000,1043,6
1038791,1,58,3,ZONTES ZT 125,125,6
1038839,1,16,2,-1,50,4
1038865,1,25,3,-1,124,13
1038888,1,16,2,-1,49,9
1038923,1,20,3,-1,124,0
1038958,2,31,3,HONDA GLR 125,125,1
1038961,1,18,3,SUZUKI MODEL MISSING,124,38
1038987,1,34,3,-1,124,2
1038991,1,23,3,YAMAHA YBR 125,124,10
1038994,1,16,2,LEXMOTO ECHO 50,50,0
1038995,1,16,2,-1,49,0
1039043,1,19,2,-1,50,4
1039069,1,17,3,-1,125,9
1039090,2,18,2,LEXMOTO ECHO 50,50,0
1039105,1,35,3,SUZUKI MODEL MISSING,124,27
1039137,1,17,2,-1,125,7
1039156,1,31,3,YAMAHA YBR 125,124,11
1039172,1,18,3,HONDA NSC110E,108,5
1039179,1,26,5,KAWASAKI ZR750,748,9
1039183,1,28,5,HONDA NC750XA,745,6
1039185,2,28,3,-1,123,4
1039187,1,17,3,YAMAHA YZF R125,124,2
1039190,1,23,5,-1,649,3
1039194,1,20,3,HONDA GLR 125,125,4
1039206,1,18,3,LEXMOTO ZSX 125,125,3
1039231,1,58,3,-1,1043,1
1039239,1,27,3,-1,124,15
1039241,2,51,3,HONDA WW125,125,7
1039318,1,23,3,-1,125,6
1039322,1,32,3,LEXMOTO LXR,125,0
1039365,1,26,2,-1,49,19
1039392,1,19,2,-1,49,18
1039407,1,18,3,YAMAHA YBR 125,124,10
1039419,1,28,5,YAMAHA R6,599,16
1039512,1,18,3,HONDA GLR 125,125,3
1039520,1,31,4,KTM 125 DUKE,125,7
1039528,1,28,5,-1,1585,10
1039541,1,16,2,-1,50,12
1039672,1,23,3,HONDA GLR 125,125,3
1039710,2,23,3,SUZUKI GSXS 1100,125,1
1039734,1,21,3,YAMAHA NXC 125,124,8
1039753,1,21,5,-1,649,1
1039758,1,27,4,-1,883,2
1039783,1,27,5,KAWASAKI ER650,649,4
1039810,1,28,5,-1,599,7
1039829,1,64,5,BMW F 800,798,1
1039873,1,39,5,-1,942,7
1039887,1,18,3,YAMAHA YBR 125,124,11
1039927,1,38,3,-1,125,5
1039966,1,48,5,-1,999,2
1040005,1,17,2,PIAGGIO VESPA,124,13
1040034,1,32,5,SUZUKI DL 650,645,11
1040043,1,68,4,-1,125,3
1040096,1,43,5,-1,1063,19
1040104,1,33,5,KAWASAKI ZX1000,998,4
1040125,1,36,5,SUZUKI GSXR 600,599,17
1040129,1,23,4,-1,-1,-1
1040191,1,19,3,YAMAHA YBR 125,124,10
1040243,1,21,5,YAMAHA MODEL MISSING,598,23
1040255,1,-1,3,-1,124,19
1040271,1,33,3,-1,125,8
1040309,1,25,3,-1,50,1
1040316,1,18,2,-1,-1,-1
1040321,1,48,5,-1,999,2
1040322,1,28,5,YAMAHA MT09,847,3
1040367,1,17,2,SYM JET,49,6
1040369,1,20,3,HONDA CBF125M,125,10
1040392,1,28,2,GILERA RUNNER,49,17
1040435,1,33,3,-1,-1,-1
1040456,1,28,3,-1,-1,-1
1040494,1,21,3,-1,124,2
1040515,1,26,3,YAMAHA GPD 125,125,1
1040521,1,22,3,SUZUKI GZ 125,124,11
1040552,1,36,2,-1,115,5
1040592,2,44,4,-1,124,3
1040607,1,31,5,SUZUKI GSXR 600,599,16
1040608,1,17,2,PIAGGIO ZIP,49,3
1040628,1,21,3,HONDA CBR125R,125,6
1040654,1,27,3,-1,124,6
1040660,1,55,3,SYM JET,125,0
1040683,1,29,4,-1,399,0
1040690,1,22,3,-1,125,4
1040710,1,23,3,-1,125,0
1040752,1,30,3,HONDA CBF125N,125,1
1040763,1,-1,3,LEXMOTO LXR,125,2
1040821,1,26,3,LEXMOTO ISCA 125,124,1
1040824,1,18,3,KTM 125 DUKE,125,1
1040859,2,45,5,SUZUKI SV 650,645,7
1040860,1,27,3,PIAGGIO TYPHOON,124,6
1040879,2,29,5,HONDA CBR600RR,599,11
1040899,1,55,3,YAMAHA YBR 125,125,5
1040942,1,17,3,HONDA GLR 125,125,4
1040948,1,55,5,KAWASAKI MODEL MISSING,599,25
1040963,1,26,3,-1,124,0
1040973,1,52,5,BMW R 1200,1170,3
1040979,1,22,2,-1,250,14
1040998,1,22,3,YAMAHA YZF R125,124,5
1041007,1,19,3,-1,124,19
1041012,1,54,5,-1,1000,6
1041016,1,16,3,PIAGGIO FLY,124,9
1041021,1,29,3,-1,-1,-1
1041023,1,60,5,KAWASAKI ER650,649,9
1041072,1,53,5,SUZUKI DL 650,645,9
1041084,1,53,5,-1,647,17
1041149,1,28,3,HONDA NSC110E,108,5
1041189,1,22,4,-1,498,13
1041216,1,61,4,-1,234,27
1041251,1,59,2,-1,-1,-1
1041257,1,17,3,-1,124,0
1041323,1,59,3,PEUGEOT SPEEDFIGHT,125,3
1041333,1,23,2,HONDA NSC50WH,49,6
1041359,1,20,4,-1,125,0
1041395,1,37,5,-1,903,11
1041396,1,42,5,-1,1063,19
1041400,1,47,3,-1,125,6
1041448,1,55,5,KAWASAKI ZR800,806,5
1041469,1,59,5,TRIUMPH ROCKET,2458,0
1041480,1,16,2,PIAGGIO TYPHOON,49,3
1041496,1,28,3,LEXMOTO LXR,125,1
1041528,1,18,3,PEUGEOT SPEEDFIGHT,125,1
1041556,1,23,3,-1,124,8
1041614,1,16,2,PEUGEOT SPEEDFIGHT,49,12
1041631,1,30,5,SUZUKI SV 650,645,4
1041661,1,24,4,-1,398,26
1041721,1,60,5,BMW R 1250,1254,1
1041797,1,36,5,HONDA CBR600F,599,20
1041817,1,27,3,HONDA WW125,125,0
1041839,1,46,5,BMW R 1200,1170,3
1041844,1,21,5,-1,471,3
1041906,1,28,5,SUZUKI GSXR 600,599,9
1041921,1,25,3,HONDA PES 125,125,12
1041931,1,52,3,HONDA MODEL MISSING,85,24
1041951,1,61,3,-1,1170,9
1041973,1,17,3,KEEWAY RKS 125,125,3
1041982,1,52,3,-1,-1,-1
1041987,3,-1,2,-1,-1,-1
1042000,1,54,3,YAMAHA NXC 125,124,6
1042008,1,64,3,-1,800,5
1042023,1,47,4,-1,49,12
1042029,1,36,5,YAMAHA MODEL MISSING,599,26
1042048,1,31,3,-1,124,18
1042049,1,19,3,YAMAHA YP 125,124,10
1042063,1,-1,3,YAMAHA GPD 125,125,1
1042065,1,44,5,SUZUKI GSXR 600,599,17
1042067,1,18,5,-1,942,17
1042068,3,20,5,HONDA MODEL MISSING,1100,17
1042070,1,54,3,YAMAHA NXC 125,124,12
1042094,1,47,5,-1,-1,-1
1042098,1,27,5,SUZUKI GSXR 750,749,14
1042121,1,21,5,HONDA CB650,649,1
1042155,1,44,5,-1,1050,2
1042160,1,27,5,-1,1098,12
1042171,1,46,5,BMW S 1000,999,8
1042175,1,20,3,YAMAHA GPD 125,125,1
1042176,1,17,3,HONDA WW125,125,10
1042177,1,16,2,HONDA WW125,125,10
1042185,1,19,5,-1,745,3
1042192,1,19,4,-1,-1,-1
1042197,2,26,4,-1,124,10
1042203,1,22,2,-1,125,1
1042216,1,31,3,YAMAHA GPD 125,125,1
1042238,1,17,3,-1,124,12
1042252,1,41,4,-1,929,19
1042256,1,19,3,-1,-1,-1
1042257,1,23,5,-1,654,12
1042260,1,20,5,YAMAHA FZS 600,599,21
1042269,1,19,3,SUZUKI GSXR 1100,125,1
1042284,1,-1,5,BMW S 1000,999,0
1042300,1,45,3,-1,124,6
1042311,1,31,2,-1,-1,-1
1042321,1,19,3,HONDA WW125EX2,125,2
1042350,1,26,3,-1,124,16
1042360,1,70,4,-1,-1,-1
1042390,1,50,5,-1,998,1
1042392,1,18,3,-1,120,3
1042402,1,24,5,HONDA CB600F,599,20
1042409,1,29,5,KAWASAKI ZX1400,1352,14
1042419,1,33,3,HONDA NSS,125,0
1042434,1,35,5,KAWASAKI ZX600,599,19
1042451,1,35,5,SUZUKI GSXR 600,599,17
1042453,1,51,2,-1,198,24
1042458,1,24,5,HONDA MODEL MISSING,599,26
1042467,1,18,3,YAMAHA XC 125,124,7
1042495,1,36,5,KAWASAKI ZR1000,953,16
1042539,1,27,5,HONDA CBR600F,599,18
1042563,1,23,3,HONDA NSC110MP,108,2
1042576,1,27,3,HONDA NSC110E,108,4
1042605,1,16,2,GILERA RUNNER,49,18
1042612,1,61,5,-1,598,-1
1042627,2,29,5,SUZUKI GSF 600,600,16
1042668,1,31,5,-1,599,9
1042695,1,-1,4,HONDA GLR 125,125,4
1042699,1,48,2,-1,-1,-1
1042725,1,19,3,GILERA RUNNER 125,124,14
1042738,1,30,3,-1,847,2
1042747,1,35,3,-1,125,17
1042749,1,34,5,HONDA CB600 HORNET,599,21
1042764,2,34,2,SYM JET,49,12
1042768,1,41,5,-1,1170,4
1042778,1,26,3,HONDA ANC125,125,2
1042792,1,20,3,HONDA NSC110MP,108,3
1042805,1,55,5,HONDA ST1300A,1261,13
1042817,1,47,3,HONDA SH125,125,5
1042823,1,44,5,SUZUKI GSXR 1000,988,19
1042846,3,-1,5,YAMAHA MT07,689,6
1042857,1,-1,3,HONDA CBR125R,125,11
1042860,1,35,5,-1,942,7
1042874,1,37,5,HONDA CB600 HORNET,599,21
1042908,1,29,3,-1,125,0
1042922,1,71,4,-1,-1,-1
1042960,1,37,5,-1,1285,5
1042969,1,39,4,HONDA WW125,125,0
1042979,1,18,3,-1,125,1
1042989,1,45,5,-1,849,10
1042990,1,46,5,-1,-1,-1
1042994,1,54,5,-1,937,22
1043023,1,49,3,YAMAHA YZF R125,124,4
1043032,1,28,3,-1,124,7
1043050,1,50,5,KAWASAKI ZX600,599,10
1043057,1,37,5,BMW F 750,853,1
1043059,1,35,3,HONDA WW125EX2,125,3
1043062,1,29,4,HONDA WW125EX2,125,4
1043063,1,19,4,-1,-1,-1
1043076,1,36,5,-1,996,17
1043090,1,82,5,-1,647,21
1043091,1,61,5,-1,1198,20
1043109,1,23,3,YAMAHA MT125,124,5
1043121,1,53,4,HONDA CB500XA,471,2
1043180,1,18,3,-1,-1,-1
1043187,1,28,2,-1,998,1
1043193,1,41,5,HONDA CBR1000RR,1000,12
1043194,2,37,3,YAMAHA DELIGHT 125,125,0
1043197,1,37,2,LONGJIA LJ,50,4
1043214,1,47,5,HONDA MODEL MISSING,600,21
1043220,1,54,3,-1,124,5
1043243,1,37,5,SUZUKI GSXR 750,749,18
1043258,1,17,3,-1,124,19
1043274,1,30,5,-1,1157,13
1043280,1,63,4,SUZUKI AN 400,385,19
1043282,1,27,3,YAMAHA MWS125,125,2
1043288,1,17,3,PIAGGIO VESPA,124,16
1043289,1,25,5,HONDA CBR600RR,599,12
1043305,1,36,4,HONDA NSS300A,279,1
1043308,1,18,2,YAMAHA YQ 50 AEROX,49,8
1043311,1,17,3,HONDA NSS,125,0
1043314,1,44,5,-1,745,4
1043333,1,55,5,-1,803,8
1043368,1,37,3,HONDA WW125,125,9
1043384,1,56,3,-1,-1,-1
1043416,1,16,2,YAMAHA YQ 50 AEROX,49,9
1043418,1,37,3,YAMAHA X-MAX 125,124,0
1043517,2,26,4,LEXMOTO LXR,125,1
1043525,1,28,3,-1,125,2
1043536,1,38,4,-1,124,1
1043557,1,29,3,LEXMOTO LXR,125,1
1043566,1,27,3,YAMAHA GPD 125,125,2
1043581,1,73,4,HONDA MODEL MISSING,356,42
1043584,1,17,3,QINGQI QM 125 GY,124,4
1043586,1,17,2,PEUGEOT SPEEDFIGHT,49,1
1043618,1,26,3,YAMAHA GPD 125,125,3
1043656,1,58,5,YAMAHA FZ6,600,16
1043678,1,25,5,TRIUMPH TIGER,800,2
1043686,1,56,5,YAMAHA MT07,689,5
1043688,2,15,2,-1,-1,-1
1043689,1,-1,5,KAWASAKI KLE650,649,6
1043732,1,50,3,HONDA NSS 125 AD,125,4
1043743,1,44,5,HONDA CB600F,599,13
1043746,1,40,5,KAWASAKI ZX600,599,20
1043777,1,17,3,-1,-1,-1
1043819,1,44,5,SUZUKI GSXR 1000,988,17
1043851,1,18,2,APRILIA SR 50,49,15
1043882,1,19,4,-1,124,5
1043938,1,26,3,-1,124,12
1043973,1,29,3,HONDA WW125EX2,125,4
1043975,1,19,3,-1,124,4
1043981,1,35,3,HONDA CBF125N,125,1
1043994,1,17,2,-1,124,7
1044011,1,67,4,-1,149,54
1044014,1,45,4,HONDA SH300A,279,12
1044027,1,24,4,-1,125,5
1044052,2,31,2,HONDA NSC110MP,108,2
1044069,1,19,3,HONDA WW125,125,6
1044074,1,36,4,HONDA CBF125M,125,9
1044121,1,20,3,KTM 125 DUKE,125,2
1044123,1,18,3,HONDA WW125,125,10
1044124,1,17,3,YAMAHA MT125,124,2
1044135,1,39,3,PEUGEOT TWEET 125,125,0
1044139,2,17,4,-1,124,14
1044142,2,19,4,-1,124,3
1044143,1,16,2,-1,49,5
1044155,1,32,3,HONDA WW125,125,6
1044158,1,57,5,BMW S 1000,999,0
1044176,1,43,3,HONDA SH 125,125,3
1044198,1,45,5,YAMAHA MT07,689,1
1044201,1,52,5,YAMAHA MODEL MISSING,599,23
1044209,2,16,2,-1,49,5
1044221,2,17,2,-1,49,6
1044230,1,20,4,-1,296,5
1044241,1,49,4,KTM 125 DUKE,125,1
1044268,1,52,3,LAMBRETTA MODEL MISSING,125,53
1044275,1,54,4,PIAGGIO VESPA,278,8
1044279,1,27,3,HONDA GLR 125,125,4
1044291,1,21,2,LEXMOTO ECHO 50,50,1
1044303,1,17,3,HONDA CBR125R,125,16
1044336,1,36,5,KAWASAKI ZX1000,998,8
1044340,1,46,3,KTM 125 DUKE,125,2
1044341,1,49,5,TRIUMPH BONNEVILLE,865,8
1044348,1,16,2,LEXMOTO HUNTER,49,2
1044389,1,42,5,-1,909,13
1044396,1,25,4,HONDA CBR500RA,471,6
1044409,1,25,5,-1,647,22
1044419,1,36,3,-1,125,12
1044432,1,16,2,APRILIA SR 50,49,4
1044440,1,26,3,KEEWAY SUPERLIGHT,125,4
1044442,1,24,5,HONDA CB600F,600,13
1044467,1,52,5,HONDA CBR1000RR,1000,4
1044490,1,27,3,HONDA WW125,125,2
1044501,1,55,3,-1,176,19
1044514,1,29,3,HONDA GLR 125,125,3
1044527,1,17,3,HONDA GLR 125,125,1
1044538,1,39,5,SUZUKI GSXR 750,749,13
1044541,1,25,3,-1,124,20
1044551,1,21,5,SUZUKI GSX 650,656,7
1044554,1,70,5,-1,942,10
1044563,1,50,3,LEXMOTO XTR 125,124,6
1044573,1,65,5,TRIUMPH BONNEVILLE,1200,3
1044578,1,21,3,HONDA CBR125R,125,13
1044644,1,36,2,-1,49,21
1044645,1,49,3,HONDA WW125EX2,125,5
1044668,1,19,3,PIAGGIO VESPA,124,13
1044679,1,22,3,-1,125,1
1044686,1,27,3,-1,892,20
1044693,1,58,4,-1,293,1
1044745,1,32,5,HONDA MODEL MISSING,647,24
1044757,1,16,2,-1,50,0
1044771,1,25,5,YAMAHA YZF R1,998,16
1044773,1,24,3,LEXMOTO LXR,125,1
1044777,1,38,5,-1,654,10
1044779,1,43,3,YAMAHA GPD 125,125,3
1044807,1,50,4,-1,278,7
1044810,1,31,5,-1,599,7
1044837,1,18,4,-1,125,0
1044871,1,60,5,YAMAHA YZF R1,998,10
1044873,1,27,2,-1,599,21
1044881,1,31,3,YAMAHA YZF R125,125,2
1044884,1,17,3,SYM SYMPHONY,125,6
1044890,1,23,3,-1,124,3
1044906,3,-1,3,-1,-1,-1
1044929,2,18,3,-1,125,2
1044946,1,48,5,YAMAHA FJR 1300,1298,2
1044970,1,30,3,HONDA CBR125R,125,3
1044980,1,28,3,KTM 125 DUKE,125,7
1044987,1,23,3,YAMAHA GPD 125,125,2
1044998,1,29,3,HONDA CBF125M,125,6
1045013,1,54,5,SUZUKI GSXR 1000,988,16
1045026,1,46,3,PIAGGIO VESPA,125,22
1045037,1,23,3,-1,125,21
1045104,2,37,5,-1,689,2
1045107,1,30,5,TRIUMPH STREET TRIPLE,675,5
1045108,1,58,5,KAWASAKI ZR1000,953,17
1045118,1,66,5,HONDA MODEL MISSING,1084,24
1045131,1,50,4,-1,198,18
1045136,1,39,5,-1,1037,2
1045166,1,17,3,HONDA CBF125M,125,7
1045179,1,53,5,HONDA NC750XA,745,6
1045180,1,48,5,-1,1649,5
1045189,1,21,4,-1,125,1
1045213,1,32,3,-1,656,12
1045220,1,49,5,YAMAHA YZF R1,998,0
1045228,2,38,3,PEUGEOT SPEEDFIGHT,125,2
1045236,1,24,4,-1,499,15
1045239,1,24,3,HONDA MSX125,125,1
1045241,1,24,3,APRILIA RS 125,125,11
1045256,1,23,3,SYM JET 125,125,1
1045288,1,26,3,HONDA CBR125R,125,4
1045289,1,41,5,-1,1198,8
1045291,1,38,3,LEXMOTO ZSX 125,125,4
1045300,1,28,3,-1,124,16
1045317,1,55,5,KAWASAKI ZX1400,1441,6
1045322,1,32,5,YAMAHA YZF R1,998,3
1045324,1,50,3,PIAGGIO FLY,124,6
1045333,1,34,5,TRIUMPH BONNEVILLE,865,6
1045342,1,20,3,YAMAHA MT125,124,2
1045345,1,28,3,-1,125,2
1045350,1,60,5,BMW R 1200,1170,6
1045358,1,28,3,-1,-1,-1
1045359,1,35,5,KAWASAKI ZX1000,998,14
1045360,1,18,4,-1,-1,-1
1045361,1,21,4,-1,124,15
1045378,1,41,5,KAWASAKI ZX600,599,19
1045406,1,25,5,SUZUKI GSXR 600,599,16
1045414,1,17,3,YAMAHA YZF R125,124,5
1045423,1,26,5,YAMAHA YZF R6,599,13
1045428,3,-1,3,HONDA WW125,125,6
1045429,1,30,4,-1,296,5
1045434,1,43,5,-1,996,17
1045451,1,61,5,BMW F 800,798,10
1045455,1,33,3,YAMAHA WR 125,124,8
1045464,1,39,3,YAMAHA YZF R125,124,11
1045467,1,31,5,KAWASAKI ZX600,599,9
1045468,1,36,5,BMW S 1000,999,6
1045480,1,18,3,YAMAHA NXC 125,124,12
1045482,1,23,3,YAMAHA MT125,124,4
